temperature,floor1,floor2,floor3,floor4,areaEvaluated
15,59,88,95,109,306
22,107,69,92,86,157
19,100,61,83,58,231
24,109,74,100,104,158
16,72,106,104,83,259
18,75,104,84,51,210
17,53,63,63,54,253
20,78,86,70,96,240
18,75,70,110,77,171
15,70,94,99,81,210
16,78,54,106,55,178
22,86,53,89,70,160
16,62,84,93,94,207
19,73,57,59,110,311
17,61,76,104,85,228
15,62,71,88,83,321
24,98,85,103,92,259
23,99,69,69,72,223
19,95,70,106,105,295
22,58,58,51,80,155
21,65,84,77,52,177
19,91,81,66,54,165
19,54,109,90,99,333
21,61,95,91,102,264
22,82,79,86,56,154
21,77,110,72,61,265
23,104,75,90,64,301
21,59,63,102,105,315
24,72,109,66,75,218
15,110,53,84,81,335
21,108,66,89,75,204
23,68,50,69,72,174
24,53,88,82,107,188
20,101,68,66,91,286
15,103,55,71,73,216
17,62,51,91,79,164
15,90,110,72,107,304
19,91,78,75,71,188
20,72,104,70,86,250
22,50,65,53,85,238
20,64,108,101,65,326
15,54,85,67,103,259
20,80,53,107,109,195
18,52,53,95,63,327
17,98,82,52,66,174
20,68,78,99,60,175
15,60,87,65,90,267
19,55,79,59,105,226
17,97,60,108,83,284
22,58,95,83,103,275
21,53,64,50,90,314
15,101,55,63,102,332
18,84,51,79,92,324
21,106,93,87,59,304
19,97,85,84,83,272
22,51,101,105,109,200
17,68,105,105,64,236
18,71,88,74,87,325
15,75,67,68,62,151
19,78,57,89,58,304
20,50,101,92,54,323
19,50,69,66,57,322
21,64,89,68,77,320
18,96,103,92,83,253
20,88,74,85,95,189
15,74,52,58,85,220
16,77,64,104,75,187
21,108,74,83,69,177
19,79,67,77,104,275
24,93,59,70,63,337
19,78,68,96,71,269
18,106,96,89,100,236
19,53,95,89,64,169
23,103,76,101,87,259
20,50,56,51,52,245
18,107,109,104,51,166
21,66,90,56,51,282
22,61,86,89,95,298
22,68,54,63,57,220
24,72,101,91,54,287
21,53,52,62,73,250
19,83,67,55,95,231
15,61,54,100,71,263
22,69,109,87,58,260
22,82,52,69,107,247
21,98,89,75,76,218
15,56,63,95,88,331
18,89,95,99,75,304
23,80,94,104,110,273
15,74,104,63,96,195
24,79,92,80,76,332
16,83,95,95,110,309
19,95,100,64,88,289
15,103,50,95,89,162
20,103,74,109,81,309
24,93,90,82,57,192
19,107,68,59,110,186
17,59,53,95,106,246
17,93,103,110,77,279
16,60,70,79,97,240
15,101,68,73,98,193
15,75,62,70,107,212
24,109,83,54,51,249
24,71,109,52,110,222
15,105,82,107,62,193
20,55,57,94,78,181
17,101,87,98,56,155
24,54,63,51,70,176
19,103,80,92,51,207
17,55,97,106,70,337
20,64,66,95,110,225
15,58,64,55,81,170
15,51,65,82,99,224
24,98,82,66,77,203
19,62,74,104,83,251
15,71,108,74,77,260
23,68,99,97,63,244
22,105,62,62,74,300
15,101,52,68,71,284
16,98,107,76,77,302
17,74,80,102,60,169
15,106,106,62,65,231
16,89,97,57,96,218
24,102,55,72,72,293
17,94,92,93,101,170
23,68,105,109,77,309
18,55,88,83,72,302
19,79,64,64,81,261
22,97,52,98,109,239
16,69,78,77,80,237
18,82,76,82,98,278
19,66,63,50,58,297
15,74,70,94,66,161
21,102,100,76,82,299
21,100,64,105,103,202
24,98,53,62,100,319
24,102,98,60,74,313
18,69,93,75,60,271
19,88,55,92,67,188
18,108,78,80,94,178
21,105,70,103,80,245
16,72,72,83,64,257
21,50,64,61,55,197
19,80,87,73,106,206
23,62,52,68,98,166
15,90,81,85,83,334
22,101,87,67,106,273
20,95,105,102,76,173
16,51,54,88,58,282
21,107,63,106,56,340
20,55,69,53,103,169
22,92,65,97,86,153
24,92,71,62,86,232
20,69,83,74,61,277
15,95,63,70,50,257
18,57,94,80,72,171
18,107,55,105,54,258
22,85,105,93,67,231
22,91,72,50,91,220
16,79,88,108,100,215
17,88,64,83,81,247
22,53,78,109,64,209
16,108,96,68,85,181
20,67,56,100,102,255
17,81,106,94,89,245
20,61,60,88,93,321
15,64,55,84,79,285
23,50,97,80,51,165
23,83,54,84,53,299
22,110,67,53,110,156
20,68,78,103,108,321
21,51,66,86,106,209
16,50,79,68,72,237
22,69,82,90,69,291
19,57,60,51,87,268
16,61,97,51,56,199
24,58,75,93,62,151
21,76,71,76,69,172
22,74,61,50,70,261
21,95,73,57,82,315
20,52,88,103,107,312
24,101,77,102,104,339
23,61,64,78,91,265
22,67,51,57,74,199
21,91,56,78,109,238
22,65,106,60,105,226
22,68,85,110,92,328
22,107,80,105,78,330
17,63,59,77,94,265
22,71,55,108,64,228
18,75,85,93,84,167
17,67,79,61,81,266
16,99,53,93,86,238
20,78,98,103,95,154
20,90,71,104,51,225
21,92,73,61,86,292
20,55,103,76,54,338
19,59,91,65,82,169
21,86,67,61,67,322
21,53,51,88,93,182
20,70,59,63,86,247
22,58,88,85,79,237
18,92,81,102,92,197
24,84,93,67,65,288
15,64,66,55,85,302
22,109,56,88,88,300
16,74,81,96,50,159
17,98,95,55,94,254
22,62,103,82,82,289
23,98,92,87,89,244
23,66,105,70,68,221
16,98,76,96,59,312
20,68,90,76,59,187
15,96,90,107,68,330
20,80,68,72,75,223
24,73,77,87,52,211
18,70,88,97,105,247
23,95,70,57,71,159
19,71,58,103,53,287
19,89,52,99,79,185
15,58,103,106,84,340
22,76,80,62,69,250
16,54,93,87,96,208
18,104,64,95,101,181
24,66,99,74,108,223
20,71,77,59,61,219
15,61,103,64,103,155
23,54,52,103,61,315
21,77,108,104,64,257
17,89,88,69,87,318
18,99,88,96,53,325
17,89,52,105,107,279
15,65,76,103,89,307
24,52,78,88,64,326
19,96,84,51,99,262
15,80,58,71,106,260
23,105,55,83,82,276
19,76,66,108,62,165
19,94,90,110,96,214
15,91,79,96,98,224
19,78,62,97,82,339
23,55,63,56,70,225
22,109,53,70,61,334
20,58,54,108,56,239
18,104,110,65,69,327
22,75,90,54,96,317
19,62,95,74,52,274
16,69,85,58,58,329
19,82,85,67,67,307
17,72,73,99,104,212
24,63,85,64,109,214
23,95,60,105,94,225
18,50,71,81,96,211
19,103,108,57,96,305
16,96,63,109,65,298
23,90,67,92,69,216
21,83,64,107,96,277
20,107,97,69,103,187
19,69,59,99,87,150
21,85,108,58,69,187
19,55,59,79,78,275
21,68,53,60,53,311
20,62,107,76,81,259
18,107,92,101,107,308
20,56,88,101,83,242
20,51,106,77,81,239
16,64,81,93,84,329
18,63,100,104,65,232
17,93,72,98,88,180
24,69,98,86,55,153
24,87,65,64,100,153
20,52,91,86,102,225
22,80,70,52,50,310
20,76,99,75,71,281
23,100,83,103,57,335
21,83,74,97,86,293
21,108,69,52,109,210
15,52,50,75,102,340
22,60,50,50,87,318
21,50,86,61,90,176
18,94,55,105,85,223
17,82,69,69,62,246
18,96,104,103,82,251
15,84,98,65,81,287
22,68,67,60,54,150
23,84,68,54,109,261
21,63,59,61,94,251
15,91,83,101,106,292
20,72,79,63,92,260
19,52,95,65,73,332
24,108,96,54,96,265
23,90,74,61,72,192
19,56,84,59,104,195
20,87,110,100,64,225
21,85,78,99,105,322
19,79,60,105,73,256
22,102,59,64,82,279
18,81,55,101,107,208
15,86,87,58,86,340
18,106,107,71,89,335
24,60,62,94,104,249
22,99,78,62,100,325
23,83,99,55,108,250
18,50,87,65,56,265
18,62,94,50,87,209
16,84,64,108,66,294
22,77,73,96,55,293
24,78,105,92,53,304
24,81,95,73,58,252
21,88,81,55,96,197
22,62,66,58,79,160
20,83,65,54,97,259
24,80,98,80,85,309
23,53,75,93,52,198
20,51,63,93,100,286
15,57,64,108,105,314
20,68,64,66,59,308
15,53,105,86,89,175
18,60,97,71,57,154
19,58,105,62,87,316
23,81,65,68,76,228
19,61,53,54,82,198
22,78,63,81,99,193
24,51,53,78,79,163
18,96,103,90,87,219
19,98,69,84,65,244
17,72,62,99,93,218
21,54,84,83,110,218
15,75,96,78,87,279
23,106,68,81,110,293
20,65,106,72,58,193
19,75,69,73,89,332
23,50,81,66,78,235
20,69,83,88,56,233
21,107,107,89,56,324
20,75,77,102,85,243
15,71,92,106,75,159
20,83,109,98,85,200
16,110,77,59,68,173
16,58,51,60,97,291
21,102,71,101,88,316
17,102,88,57,60,197
21,80,66,85,58,245
23,76,82,109,55,205
20,53,97,59,65,317
18,65,54,104,110,279
23,83,106,110,77,272
19,98,62,72,107,306
17,91,100,79,82,274
16,77,73,60,50,150
24,69,109,79,69,183
22,95,61,100,62,191
24,77,87,93,60,178
20,105,92,63,69,158
16,95,61,93,80,314
18,51,96,66,74,208
24,103,107,109,71,262
19,77,86,80,87,242
22,93,76,57,75,323
21,105,104,99,102,255
22,51,57,97,100,330
15,93,60,53,80,329
20,94,101,71,101,160
17,73,101,89,52,305
23,87,97,93,108,331
22,74,98,67,104,153
18,79,82,64,53,250
19,78,79,83,70,331
20,106,52,94,78,296
24,92,64,68,60,252
19,87,78,78,61,294
17,88,61,94,109,261
21,64,55,60,80,332
19,83,76,58,98,318
20,108,54,108,105,340
20,97,99,69,98,235
20,63,77,88,75,156
15,96,85,87,72,252
18,99,59,55,109,338
21,71,91,56,108,247
19,106,77,89,97,214
23,64,90,81,76,298
18,77,66,58,57,153
24,88,110,73,71,303
17,51,57,77,80,192
15,86,90,68,81,164
23,65,98,65,89,251
22,54,50,76,109,276
18,84,79,55,96,293
21,78,66,63,106,339
23,71,101,52,99,164
21,110,93,81,56,195
20,51,80,106,88,335
18,100,86,62,94,240
16,82,90,65,64,285
18,92,102,82,66,238
22,62,89,80,108,153
16,92,55,66,82,335
23,100,65,92,89,201
24,96,103,75,81,248
24,86,52,109,57,312
20,76,103,102,86,338
22,88,99,78,100,245
21,80,96,76,81,274
20,96,60,105,63,335
22,68,81,72,63,218
22,80,109,102,63,304
20,86,97,85,91,157
17,74,83,61,69,202
16,70,62,87,72,246
21,110,91,90,80,300
21,56,76,81,67,152
20,109,84,50,79,237
23,64,86,55,59,287
19,78,101,74,90,290
21,64,54,53,102,189
22,67,93,92,57,338
17,64,102,93,75,226
24,107,105,94,87,163
16,64,107,107,87,150
24,102,53,82,107,299
18,73,57,105,92,204
22,53,60,104,109,200
17,98,110,57,60,186
17,97,93,71,76,235
15,52,85,63,61,316
23,108,52,92,78,314
20,78,78,70,93,336
24,76,98,60,85,181
19,88,107,102,91,284
15,72,76,88,57,324
15,82,105,67,52,294
24,58,75,52,94,338
20,95,61,105,89,219
18,57,59,109,68,208
19,87,106,54,97,255
16,53,65,72,81,189
19,100,76,60,106,152
19,60,99,87,98,186
21,79,89,98,86,287
18,94,53,91,95,201
21,75,51,102,59,245
15,62,60,107,95,207
21,88,64,83,56,287
20,99,61,90,79,161
17,102,51,75,60,152
16,59,93,79,66,202
24,101,75,104,61,166
21,71,109,61,82,201
22,84,64,58,95,299
24,76,109,100,54,188
21,98,60,61,106,289
23,95,84,70,105,260
18,100,72,106,65,260
18,83,78,87,67,203
15,88,92,50,68,186
22,99,91,79,56,197
23,51,83,90,75,248
17,55,77,75,81,182
24,102,57,58,82,280
21,109,108,65,77,312
24,107,107,81,67,334
22,69,85,54,80,239
20,94,108,104,72,309
16,84,60,65,87,253
23,55,102,83,104,286
21,65,106,110,105,189
22,79,85,53,89,157
18,108,65,76,53,248
17,57,105,63,103,311
18,99,100,104,50,233
23,105,96,87,62,301
18,62,93,66,99,163
18,86,96,109,88,316
21,86,74,93,74,316
20,81,96,52,98,335
23,98,98,80,93,264
22,68,57,79,61,307
24,89,84,94,77,289
20,105,61,56,98,270
18,85,80,57,59,232
22,80,79,107,51,338
24,100,89,108,74,338
20,86,71,76,63,239
19,80,95,74,71,240
16,103,73,88,55,161
15,81,95,70,65,277
15,80,74,75,84,161
23,95,56,101,78,311
20,54,93,52,107,153
17,50,65,75,79,190
24,76,67,64,54,150
15,88,86,53,64,319
20,77,103,89,76,265
21,108,87,90,71,193
18,84,61,91,66,292
23,69,90,63,103,243
22,91,71,64,105,183
15,95,87,97,58,213
23,72,98,105,77,183
19,106,105,99,74,252
19,62,68,58,60,165
16,97,56,50,73,336
23,95,83,65,51,252
18,60,81,54,52,243
20,106,87,76,103,202
17,55,61,79,56,307
21,53,51,72,90,310
17,109,86,101,75,281
22,58,79,53,86,337
15,77,95,86,88,268
16,67,68,105,56,290
19,98,100,86,52,250
24,87,55,100,87,161
21,66,55,92,82,259
17,107,102,67,109,334
18,75,88,66,76,154
16,95,105,68,71,229
23,91,65,84,57,325
20,59,107,58,54,339
16,109,50,61,58,275
19,66,109,71,96,309
24,103,102,64,62,192
22,89,54,83,79,299
23,57,62,72,58,189
19,88,89,59,104,313
16,69,66,87,81,191
21,79,92,63,108,323
22,66,62,106,101,251
18,100,92,101,89,201
21,68,101,57,66,330
23,110,73,82,108,293
16,107,70,64,86,314
18,60,74,79,55,164
15,54,71,101,108,174
22,102,62,68,92,337
22,99,63,98,77,197
21,65,54,106,78,211
21,89,85,108,61,218
16,73,100,71,73,337
15,77,98,93,56,169
15,51,52,66,95,183
17,86,105,53,85,257
21,88,73,68,65,326
15,89,61,72,104,238
22,61,66,107,60,318
21,52,57,89,97,194
17,108,61,75,59,278
22,62,65,96,87,184
20,78,75,77,100,185
24,106,55,79,62,187
18,50,59,82,64,259
17,56,60,97,86,275
21,95,82,58,69,234
17,85,85,87,61,251
16,58,95,52,64,273
19,104,72,90,98,266
23,55,74,75,102,229
19,78,78,51,95,318
16,74,77,51,104,219
18,71,64,50,81,217
17,102,65,85,68,266
17,78,93,76,79,264
17,109,73,52,88,282
23,106,50,68,58,196
21,85,89,104,70,335
21,87,61,61,100,226
21,74,54,82,53,282
24,107,56,93,90,257
23,50,84,86,85,291
15,56,75,60,54,237
15,54,108,87,101,161
19,87,78,103,77,310
21,81,58,60,94,259
17,75,81,66,109,165
24,69,62,62,87,228
18,86,80,50,99,224
17,53,69,64,66,222
19,65,62,99,59,232
20,108,96,90,94,318
18,102,50,102,93,271
23,87,86,79,68,294
15,107,93,104,93,177
17,69,82,58,56,256
17,84,73,64,103,194
15,109,108,108,60,326
23,94,78,96,105,212
17,88,89,75,93,330
19,98,76,55,102,219
18,55,101,75,91,154
22,93,77,66,93,311
24,101,73,66,84,271
19,72,57,92,96,323
17,62,95,76,86,334
15,82,81,68,82,277
16,84,87,90,84,165
19,70,94,97,66,240
16,102,104,62,96,263
24,54,65,54,80,228
16,82,87,52,110,165
16,74,94,108,91,281
24,110,77,57,68,251
23,98,57,79,59,312
20,107,96,60,74,190
23,67,74,107,84,223
19,68,81,100,81,157
18,100,54,82,107,245
22,61,90,77,96,307
24,59,98,80,90,287
19,72,90,86,66,276
20,105,50,57,65,151
23,82,85,91,106,169
23,69,63,110,50,160
20,59,54,55,89,211
17,101,54,103,108,291
17,106,83,102,91,285
17,81,70,103,101,188
16,77,109,81,85,268
24,100,101,66,96,266
18,110,83,100,56,190
15,103,72,109,60,224
18,100,87,54,71,307
16,82,59,79,83,301
18,96,110,72,102,272
17,109,75,94,102,312
24,61,107,52,76,175
16,54,70,94,72,254
24,69,69,65,110,182
18,108,101,84,89,282
24,91,91,62,95,181
17,79,81,102,70,168
21,84,78,105,69,305
21,89,75,51,82,268
24,67,67,90,75,318
15,94,80,106,75,328
15,68,98,64,65,264
23,104,103,100,53,302
21,103,58,103,60,151
21,93,56,60,50,327
22,103,51,74,69,325
15,93,79,69,106,236
17,92,102,65,67,326
18,64,73,81,89,330
24,89,70,58,95,272
20,107,99,103,56,169
22,80,64,95,84,328
19,52,65,110,59,166
15,91,88,100,70,231
16,64,67,63,77,213
24,63,87,68,74,210
16,95,52,97,57,256
23,82,79,95,94,203
23,50,76,110,70,324
16,58,86,56,98,299
17,95,72,60,51,316
16,75,61,59,95,290
23,101,54,65,58,190
24,55,66,101,102,235
23,54,101,97,67,164
20,97,64,85,90,333
21,93,92,72,105,174
18,88,103,56,79,153
15,76,90,63,63,257
22,88,92,89,50,326
24,64,55,75,110,170
19,53,54,85,88,321
21,68,81,92,110,336
23,70,90,57,65,250
22,76,64,89,80,305
23,76,57,94,82,209
20,91,100,110,80,336
19,68,93,75,60,211
15,71,89,103,71,306
21,52,93,80,109,254
18,93,84,64,101,338
15,60,81,95,87,289
17,69,73,56,72,182
15,56,93,105,52,156
18,110,106,89,103,273
24,84,73,80,96,311
19,56,86,94,59,199
23,93,74,57,87,197
19,57,61,88,99,262
18,50,77,59,64,217
19,87,83,102,70,185
15,52,105,51,81,235
22,56,56,81,81,312
16,91,62,99,57,172
18,59,52,66,89,171
24,104,69,78,86,152
17,96,99,54,86,302
19,69,104,109,77,295
20,69,96,72,75,184
16,76,65,99,80,273
17,63,70,64,93,202
24,62,65,62,96,226
16,99,56,53,72,307
17,60,103,104,76,299
21,82,94,104,110,301
24,97,57,72,92,240
22,50,55,52,56,263
17,78,76,83,87,237
21,55,67,81,96,195
15,51,71,60,93,290
16,69,108,64,101,269
20,79,100,100,109,284
23,106,51,54,107,194
17,73,53,50,94,159
16,54,55,78,88,221
15,77,60,62,52,157
24,77,110,81,72,172
18,100,104,107,74,189
15,61,52,70,57,294
16,99,109,66,76,274
22,110,82,81,69,220
21,105,50,68,94,297
21,68,83,88,87,301
17,81,106,106,82,237
22,51,83,108,87,208
17,76,65,84,103,239
20,88,87,54,93,250
18,72,58,82,58,175
23,50,85,104,59,197
18,59,80,77,73,263
19,52,91,80,73,280
16,67,50,76,60,272
23,73,64,73,71,236
16,63,63,52,90,259
15,95,106,62,78,335
15,57,93,93,79,298
21,83,76,93,103,244
20,107,74,106,63,334
18,57,96,69,77,231
22,61,98,70,61,155
20,72,108,68,63,245
21,86,80,103,108,234
16,51,53,86,85,186
17,65,62,55,66,289
18,108,98,55,66,328
17,93,91,72,54,250
15,93,85,106,77,279
15,97,92,107,110,222
22,103,55,85,85,196
15,70,75,60,77,218
15,92,61,57,90,333
20,53,107,54,92,248
24,84,75,81,106,314
20,54,82,84,72,333
16,102,101,107,71,285
22,61,94,71,103,245
15,103,98,84,82,176
15,68,104,91,98,215
18,68,54,74,75,325
23,62,62,60,52,264
24,83,69,58,72,193
23,109,54,73,58,306
18,83,53,65,107,229
22,54,52,60,99,289
16,65,88,105,82,293
23,82,72,100,63,162
22,100,102,70,88,162
18,81,105,85,94,181
15,70,110,69,107,287
20,94,95,108,85,151
23,54,78,73,94,287
23,81,94,109,61,321
20,76,110,109,58,162
15,75,84,57,88,263
18,107,55,100,90,339
23,62,95,94,94,157
22,76,87,56,102,272
18,101,109,69,53,199
18,79,69,89,107,166
15,73,74,65,75,275
18,93,67,58,77,164
18,61,96,55,86,227
17,94,88,90,99,195
15,101,59,71,96,309
23,77,70,89,58,281
16,79,107,64,74,268
24,50,93,104,51,323
21,74,80,73,83,331
18,80,74,59,61,333
22,50,62,66,89,293
15,51,105,103,52,298
18,110,54,58,69,224
23,85,58,93,92,272
17,91,64,68,108,318
21,68,55,70,69,240
16,81,105,110,82,243
20,78,54,107,81,303
17,63,51,86,63,309
24,82,104,90,77,235
24,54,70,93,63,305
23,68,62,69,80,183
17,101,63,110,53,301
23,90,108,109,52,198
21,60,65,72,62,326
24,83,63,62,76,335
23,89,63,84,92,330
18,59,109,102,54,237
19,86,52,91,69,298
19,73,110,76,88,252
17,110,55,104,104,241
19,89,109,77,101,208
17,81,65,108,95,172
17,56,73,103,88,193
19,78,68,95,60,221
21,72,69,55,64,163
22,110,101,78,90,196
18,100,86,59,78,255
24,88,104,62,81,291
24,98,95,64,101,340
21,92,81,56,107,309
22,92,77,78,76,223
24,57,59,50,66,159
22,81,73,57,81,250
21,105,63,66,59,332
24,103,70,104,84,336
22,105,69,108,102,226
21,104,56,50,55,208
22,109,92,60,64,156
19,85,58,83,101,157
22,109,103,73,74,174
18,50,83,56,72,299
17,89,52,72,108,220
21,109,100,74,101,275
22,100,50,98,50,254
24,58,54,103,93,182
16,81,86,92,74,156
22,52,95,79,54,174
22,102,60,63,85,259
18,64,99,96,98,326
18,79,88,61,96,296
23,73,58,57,96,197
16,93,72,95,109,206
19,106,102,53,80,204
21,90,68,63,81,297
16,96,57,73,74,251
15,53,50,60,81,264
19,85,77,56,82,328
15,102,104,85,81,312
19,94,51,52,75,173
15,78,80,51,96,283
17,56,51,82,105,188
24,52,86,80,105,213
18,59,94,59,59,320
21,108,109,77,99,201
15,69,78,52,86,328
16,68,70,106,95,257
22,56,56,65,73,297
18,64,77,89,60,321
22,80,63,107,84,306
21,78,103,89,85,183
16,56,99,81,70,198
22,65,75,85,55,194
21,64,105,107,89,280
24,69,84,93,100,166
21,109,59,74,79,181
23,79,101,95,62,222
17,50,58,54,81,189
23,93,51,81,96,210
19,101,86,58,70,187
16,68,62,98,81,316
19,84,87,87,78,187
24,81,89,89,68,201
23,90,100,89,84,150
23,91,82,63,59,282
22,96,85,67,58,186
16,64,91,68,102,313
23,58,92,110,74,324
21,71,72,94,85,254
21,54,92,71,52,211
15,58,97,60,102,319
24,66,59,101,67,332
22,104,59,96,84,167
17,51,95,108,105,261
16,87,80,104,78,221
20,88,61,97,98,153
15,61,63,68,106,328
20,94,59,74,66,161
17,54,85,62,104,303
24,100,96,57,90,225
23,68,108,107,67,243
19,61,54,78,50,202
24,95,52,88,53,191
20,52,79,62,88,284
21,89,85,84,68,152
21,99,56,73,79,267
20,79,70,98,109,308
21,83,71,83,67,293
18,103,104,55,50,259
18,74,86,101,72,339
22,54,51,88,63,267
22,71,76,92,79,264
21,100,91,54,87,292
21,104,109,85,57,326
22,71,76,66,67,174
22,81,67,99,82,286
21,65,61,83,75,172
21,88,86,94,88,187
15,57,101,80,61,301
16,94,102,94,100,315
17,108,78,72,55,247
23,72,93,72,93,298
21,88,74,103,69,198
20,78,108,64,89,164
22,100,68,57,77,229
22,98,68,87,95,205
23,72,84,66,52,273
18,60,61,78,69,256
16,73,92,91,56,280
22,83,86,69,99,151
18,58,71,80,51,177
15,88,54,78,108,282
19,85,98,100,50,328
17,65,56,81,84,223
17,53,94,64,97,306
24,78,99,101,69,209
20,69,63,78,72,212
15,87,68,61,73,201
24,62,101,50,74,163
22,64,82,51,73,239
20,79,76,64,94,323
15,103,63,73,69,190
24,74,56,65,90,307
18,87,109,77,108,339
20,107,101,102,95,164
20,101,94,79,70,286
18,72,67,97,97,303
15,78,95,51,66,325
19,98,67,97,92,221
21,100,67,69,54,236
20,83,64,92,103,323
22,73,86,102,68,298
17,108,104,102,89,162
20,51,53,107,96,169
23,95,60,57,100,170
21,77,108,83,71,273
20,91,66,86,87,216
18,88,56,71,77,171
20,50,68,68,93,156
18,62,91,82,68,289
23,84,106,100,106,202
18,82,71,63,52,214
18,97,63,74,83,205
17,82,105,65,105,299
17,100,61,58,62,266
18,68,62,77,67,181
16,90,60,100,55,219
23,65,60,95,69,309
20,56,95,61,100,290
20,56,75,101,84,286
16,92,89,100,57,192
19,81,65,82,100,160
24,108,108,106,84,244
16,104,104,59,101,279
20,62,81,96,70,263
23,99,88,51,50,334
24,58,97,64,69,246
22,67,58,90,78,313
17,108,102,89,72,256
15,91,103,61,101,311
22,82,61,67,73,151
16,108,74,77,108,332
21,70,72,79,63,179
17,65,64,98,90,277
17,80,84,72,70,256
23,72,103,87,93,332
15,67,96,60,55,213
16,107,55,83,103,251
15,72,106,94,80,307
16,104,84,74,69,297
16,58,55,82,67,158
16,88,103,59,107,319
24,62,73,106,62,296
20,72,87,77,87,204
21,58,57,93,59,339
16,51,100,86,66,184
24,71,98,93,54,304
20,81,80,83,63,236
24,70,109,59,64,215
15,81,90,98,50,238
24,68,76,95,60,197
21,64,94,99,75,254
18,70,56,70,52,240
17,80,72,51,64,197
24,100,65,60,67,231
15,82,69,99,106,271
24,65,72,74,74,248
15,99,95,101,60,303
18,62,110,53,109,265
19,91,50,64,79,185
22,50,70,50,81,287
20,78,71,69,95,222
15,93,89,73,78,247
22,76,66,84,78,195
19,97,50,73,58,262
20,82,73,104,73,271
19,80,59,89,100,289
17,65,100,89,51,181
23,87,67,75,55,155
20,89,75,86,59,174
15,60,67,96,82,150
16,103,70,53,63,156
24,96,85,51,97,168
15,77,109,87,74,267
15,68,94,51,53,221
17,53,104,59,83,332
15,102,76,82,93,291
19,83,58,102,92,293
17,51,76,54,57,313
23,80,76,54,91,197
23,52,90,100,65,178
15,72,75,66,56,305
16,108,96,56,57,267
15,102,59,55,60,310
24,71,79,87,95,333
20,85,77,56,67,307
18,95,104,50,53,279
23,85,102,51,70,261
17,94,80,110,79,338
19,110,54,102,100,176
23,66,73,86,57,307
15,77,64,74,87,154
20,69,100,72,59,286
16,84,82,64,102,205
19,104,62,105,82,259
18,62,70,67,97,315
17,60,85,80,78,326
24,66,88,97,92,154
18,103,109,105,72,287
21,53,72,91,100,332
22,89,66,90,76,160
20,108,53,64,109,166
21,88,92,95,70,210
19,70,70,87,69,313
19,76,53,57,53,332
20,63,105,109,73,175
20,76,60,93,85,291
15,88,63,68,100,276
17,70,69,92,71,272
16,73,67,64,80,257
15,65,106,96,78,236
21,84,81,60,86,203
17,87,79,64,87,237
22,75,90,100,95,178
21,108,63,73,73,324
21,97,103,67,66,287
18,98,92,53,99,153
23,101,53,87,74,223
21,56,72,93,91,266
18,101,65,79,79,196
23,75,82,88,70,182
17,97,97,83,80,212
20,60,50,78,87,337
17,71,51,57,108,187
20,101,94,72,62,196
18,61,56,100,62,266
17,98,108,58,110,206
19,104,105,79,62,269
15,98,84,74,61,216
24,63,87,66,76,254
18,66,54,93,110,283
23,104,81,82,64,178
22,85,98,93,95,276
19,104,92,77,83,276
18,58,73,72,59,268
20,73,92,105,108,303
22,69,92,63,97,211
15,50,60,57,94,222
19,99,93,55,91,312
17,107,83,79,106,307
24,72,89,67,94,300
24,53,100,80,110,163
16,56,54,91,101,243
22,105,60,89,98,335
18,87,67,72,92,225
15,55,60,95,67,251
20,86,83,58,83,319
23,80,51,99,75,275
16,73,83,72,97,219
17,105,95,90,74,262
22,69,97,78,95,256
24,104,105,99,99,264
18,94,72,95,58,257
15,61,51,51,90,158
19,55,68,107,94,333
20,84,76,72,95,332
23,99,93,104,64,282
20,53,103,90,88,321
18,92,80,69,77,331
15,51,87,108,52,288
22,58,77,65,99,271
24,68,100,53,78,257
18,97,64,73,69,179
18,110,58,100,59,307
23,108,57,101,52,307
22,95,59,61,66,164
22,64,71,99,98,159
20,55,73,58,71,219
18,75,50,84,59,307
18,79,85,87,61,174
22,103,94,71,91,286
15,55,110,109,76,265
15,91,81,64,51,183
20,108,80,101,94,244
18,100,101,82,71,313
22,57,90,85,79,220
17,101,86,57,93,155
23,106,101,93,61,289
16,67,58,86,88,261
21,90,110,65,99,204
17,66,85,61,110,196
16,94,53,80,85,338
24,87,88,100,69,261
15,58,79,66,89,286
18,72,110,96,102,322
22,51,61,75,87,244
